user_id,signup_date,plan_type,monthly_fee,avg_weekly_usage_hours,support_tickets,payment_failures,tenure_months,last_login_days_ago,churn
803,2024-06-18,Premium,699,5.5,0.0,3.0,9,24.0,No
804,2023-03-31,Basic,199,,0.0,5.0,1,54.0,Yes
805,2023-11-16,Standard,399,22.3,1.0,4.0,30,49.0,No
806,2023-10-11,Basic,199,16.2,,2.0,20,12.0,Yes
807,2023-04-28,Premium,699,19.4,1.0,,21,9.0,Yes
808,2023-10-05,Basic,199,13.1,3.0,,36,22.0,Yes
809,2023-12-13,Basic,199,14.6,2.0,0.0,19,19.0,No
810,2023-04-19,Premium,699,1.7,0.0,3.0,29,57.0,Yes
811,2024-08-29,Standard,399,2.6,6.0,1.0,4,45.0,Yes
812,2024-11-17,Premium,699,15.6,4.0,,29,52.0,Yes
813,2024-12-16,Premium,699,24.4,7.0,4.0,6,8.0,Yes
814,2023-05-28,,399,11.7,,3.0,7,14.0,No
815,2023-12-05,Premium,699,22.9,6.0,,17,44.0,No
816,2024-04-17,Standard,399,12.4,,3.0,30,7.0,No
817,2023-04-20,Basic,199,19.3,2.0,4.0,19,,No
818,2024-02-28,Standard,399,16.4,4.0,4.0,36,29.0,Yes
819,2024-12-11,Basic,199,13.9,7.0,3.0,16,4.0,Yes
820,2024-12-11,Premium,699,,6.0,4.0,28,50.0,Yes
821,2024-05-13,Basic,199,16.7,1.0,5.0,12,59.0,No
822,2024-02-20,Basic,199,8.5,1.0,3.0,30,11.0,Yes
823,2023-03-04,,199,17.3,6.0,2.0,7,31.0,Yes
824,2024-06-28,Basic,199,20.5,0.0,1.0,14,42.0,Yes
825,2023-11-21,Standard,399,15.6,7.0,1.0,25,13.0,No
826,2023-04-02,Standard,399,23.0,6.0,5.0,20,58.0,Yes
827,2023-10-29,Premium,699,15.5,8.0,3.0,1,54.0,Yes
828,2024-01-03,Basic,199,22.6,0.0,0.0,24,45.0,No
829,2024-10-02,Basic,199,21.7,3.0,3.0,19,44.0,Yes
830,2024-05-01,Standard,399,10.4,6.0,4.0,25,13.0,No
831,2024-11-17,Basic,199,14.1,5.0,3.0,13,,Yes
832,2024-11-04,,199,,0.0,1.0,9,46.0,No
833,2024-09-10,Standard,399,2.6,6.0,3.0,9,57.0,Yes
834,2023-12-30,Standard,399,11.6,6.0,4.0,12,52.0,Yes
835,2023-08-31,Basic,199,,0.0,4.0,12,31.0,No
836,2023-02-08,Premium,699,7.1,8.0,4.0,33,23.0,Yes
837,2023-03-23,Premium,699,17.8,1.0,4.0,31,30.0,No
838,2024-09-16,Basic,199,24.6,4.0,3.0,34,33.0,Yes
839,2024-08-16,Basic,199,12.1,1.0,5.0,16,40.0,Yes
840,2024-04-25,Standard,399,22.6,8.0,0.0,4,30.0,Yes
841,2024-09-03,Premium,699,10.8,4.0,2.0,22,10.0,Yes
842,2023-06-23,Premium,699,18.3,4.0,,20,40.0,Yes
843,2024-05-11,Premium,699,16.6,4.0,5.0,4,39.0,Yes
844,2023-10-09,Basic,199,12.9,4.0,2.0,9,8.0,No
845,2024-04-02,Standard,399,18.7,2.0,4.0,1,47.0,Yes
846,2023-02-03,Standard,399,,3.0,3.0,12,11.0,No
847,2024-01-28,Standard,399,24.2,,3.0,6,48.0,No
848,2023-12-20,Basic,199,18.3,2.0,1.0,29,36.0,No
849,2024-05-02,Basic,199,19.0,,0.0,17,10.0,No
850,2024-02-04,,399,18.8,8.0,1.0,31,24.0,No
851,2024-04-04,Standard,399,4.1,6.0,0.0,17,18.0,No
852,2023-12-29,,399,24.1,0.0,0.0,21,58.0,No
853,2024-02-05,Standard,399,8.7,4.0,0.0,18,16.0,No
854,2023-07-04,Standard,399,18.5,3.0,4.0,16,21.0,No
855,2024-06-21,Standard,399,0.8,0.0,0.0,36,0.0,No
856,2024-09-26,Basic,199,9.1,4.0,2.0,29,12.0,Yes
857,2023-05-03,Basic,199,23.5,3.0,4.0,4,,Yes
858,2023-10-29,Basic,199,9.7,2.0,0.0,9,44.0,Yes
859,2023-11-28,Standard,399,,4.0,3.0,5,44.0,No
860,2023-03-03,Standard,399,,4.0,0.0,11,24.0,Yes
861,2024-02-07,Standard,399,4.9,1.0,3.0,17,59.0,Yes
862,2023-04-19,Basic,199,3.2,,3.0,32,13.0,Yes
863,2024-04-01,,399,3.0,1.0,0.0,17,36.0,No
864,2023-06-05,Basic,199,4.1,0.0,0.0,32,42.0,Yes
865,2024-05-17,Premium,699,22.7,0.0,4.0,22,45.0,No
866,2024-12-06,Standard,399,10.4,,4.0,28,14.0,Yes
867,2023-02-26,Standard,399,14.4,5.0,2.0,8,43.0,Yes
868,2023-10-24,Premium,699,,5.0,0.0,6,53.0,Yes
869,2024-12-13,Premium,699,4.8,0.0,3.0,13,42.0,Yes
870,2024-03-24,Standard,399,16.0,5.0,3.0,7,5.0,No
871,2023-09-02,,699,3.9,3.0,0.0,13,46.0,No
872,2024-04-05,Standard,399,2.0,8.0,5.0,25,19.0,Yes
873,2023-08-05,Basic,199,8.8,5.0,5.0,3,2.0,Yes
874,2023-03-15,Premium,699,11.7,8.0,1.0,34,47.0,No
875,2023-02-16,Basic,199,12.5,0.0,3.0,10,58.0,No
876,2024-04-12,Basic,199,0.9,0.0,,9,52.0,Yes
877,2024-09-22,,699,21.0,1.0,0.0,11,,No
878,2024-11-25,Basic,199,20.2,6.0,2.0,5,51.0,No
879,2023-08-07,Standard,399,3.5,,1.0,21,20.0,No
880,2023-06-22,Basic,199,,1.0,,12,9.0,No
881,2023-05-17,Premium,699,14.1,7.0,1.0,24,59.0,No
882,2023-07-03,Basic,199,19.6,0.0,3.0,25,5.0,Yes
883,2024-10-17,Basic,199,10.7,7.0,5.0,19,8.0,Yes
884,2024-09-02,Standard,399,11.5,3.0,1.0,34,39.0,No
885,2023-12-23,,199,15.5,,,32,52.0,No
886,2024-09-25,Standard,399,14.2,3.0,0.0,1,33.0,No
887,2023-02-24,Standard,399,12.9,7.0,5.0,35,42.0,Yes
888,2023-02-14,Basic,199,20.0,7.0,3.0,8,11.0,Yes
889,2024-04-09,Basic,199,7.5,6.0,2.0,24,,Yes
890,2024-05-11,,199,18.6,8.0,1.0,7,10.0,No
891,2023-11-30,Premium,699,2.2,3.0,5.0,8,28.0,Yes
892,2023-08-22,Standard,399,18.8,5.0,1.0,13,49.0,Yes
893,2024-04-27,Basic,199,18.6,3.0,3.0,16,57.0,Yes
894,2024-04-10,Premium,699,1.8,6.0,1.0,32,13.0,No
895,2023-10-04,Basic,199,9.7,7.0,5.0,25,,No
896,2024-04-21,Basic,199,3.6,0.0,2.0,22,8.0,Yes
897,2023-06-10,Standard,399,4.7,5.0,1.0,27,56.0,Yes
898,2024-06-18,Premium,699,14.7,8.0,1.0,11,5.0,No
899,2023-09-10,Standard,399,15.0,7.0,2.0,14,0.0,No
900,2024-08-10,Basic,199,11.1,3.0,4.0,21,60.0,Yes
901,2023-02-04,Basic,199,24.5,0.0,3.0,27,46.0,No
902,2024-07-25,Standard,399,10.2,1.0,3.0,34,31.0,Yes
903,2023-04-03,Basic,199,23.8,2.0,,27,18.0,Yes
904,2024-08-20,Basic,199,16.9,2.0,5.0,31,,No
905,2024-01-15,Basic,199,11.9,2.0,5.0,30,25.0,Yes
906,2024-12-08,Premium,699,17.7,0.0,5.0,30,4.0,No
907,2024-07-09,Standard,399,1.3,6.0,,34,44.0,Yes
908,2023-02-26,Premium,699,19.8,1.0,4.0,14,56.0,Yes
909,2023-02-11,Premium,699,22.3,1.0,3.0,24,23.0,Yes
910,2023-07-29,Standard,399,4.8,8.0,,24,4.0,Yes
911,2024-08-17,Basic,199,6.3,1.0,5.0,22,30.0,No
912,2024-05-30,Premium,699,19.0,3.0,2.0,14,22.0,No
913,2024-05-28,Premium,699,7.3,1.0,2.0,28,22.0,Yes
914,2023-10-27,,699,12.0,8.0,5.0,8,52.0,Yes
915,2023-03-31,,399,20.1,1.0,1.0,24,,No
916,2023-04-25,Basic,199,22.5,4.0,0.0,26,6.0,Yes
917,2023-10-28,Premium,699,,3.0,4.0,10,60.0,No
918,2024-10-22,,399,23.3,7.0,2.0,35,26.0,Yes
919,2024-10-22,Basic,199,5.1,0.0,1.0,19,53.0,No
920,2024-06-26,Standard,399,14.7,5.0,3.0,27,37.0,Yes
921,2023-08-21,Premium,699,11.7,2.0,2.0,29,10.0,No
922,2023-06-20,Standard,399,24.3,0.0,1.0,24,22.0,Yes
923,2024-12-10,Premium,699,17.9,4.0,1.0,11,11.0,No
924,2024-03-27,Premium,699,4.5,1.0,0.0,10,20.0,No
925,2023-12-19,Standard,399,5.0,8.0,5.0,24,2.0,No
926,2023-01-26,Basic,199,11.5,2.0,4.0,24,19.0,Yes
927,2024-07-13,Standard,399,19.3,7.0,2.0,32,,Yes
928,2024-08-10,Premium,699,16.4,4.0,3.0,22,57.0,Yes
929,2024-05-05,Premium,699,20.1,7.0,2.0,10,44.0,Yes
930,2023-08-14,Basic,199,17.1,1.0,2.0,9,1.0,No
931,2024-06-23,Standard,399,2.8,0.0,4.0,23,,Yes
932,2024-11-18,Basic,199,5.3,1.0,4.0,18,,Yes
933,2023-02-27,Basic,199,10.2,7.0,,33,38.0,Yes
934,2023-10-19,Premium,699,10.2,6.0,2.0,24,24.0,Yes
935,2024-03-30,Standard,399,8.0,7.0,4.0,23,5.0,Yes
936,2024-03-10,Premium,699,20.2,4.0,1.0,27,51.0,No
937,2024-06-21,Premium,699,3.9,,1.0,27,,Yes
938,2023-10-07,Standard,399,23.4,6.0,0.0,5,0.0,No
939,2023-10-24,Standard,399,14.1,2.0,1.0,12,11.0,No
940,2024-04-19,Premium,699,1.5,4.0,4.0,32,19.0,Yes
941,2024-10-13,Basic,199,,2.0,2.0,2,,No
942,2024-12-05,Standard,399,,4.0,3.0,8,11.0,Yes
943,2024-01-06,Premium,699,1.2,4.0,3.0,16,4.0,Yes
944,2024-12-11,Premium,699,14.4,4.0,,31,43.0,Yes
945,2023-05-30,Basic,199,,,,24,,No
946,2024-01-05,Standard,399,,2.0,,30,,Yes
947,2024-06-10,Standard,399,1.7,4.0,4.0,23,40.0,Yes
948,2024-12-02,Basic,199,19.2,2.0,4.0,12,20.0,No
949,2023-05-28,Standard,399,17.3,5.0,,18,34.0,No
950,2023-06-16,Basic,199,,5.0,3.0,9,26.0,Yes
951,2024-09-20,,199,4.3,3.0,1.0,14,50.0,No
952,2024-03-03,Premium,699,21.2,8.0,,34,48.0,No
953,2024-12-08,Standard,399,3.4,2.0,,5,,Yes
954,2023-01-30,Standard,399,20.5,,2.0,9,,No
955,2023-08-03,Premium,699,5.9,2.0,5.0,8,14.0,Yes
956,2024-03-17,Basic,199,10.9,1.0,0.0,6,1.0,No
957,2023-09-17,Basic,199,3.1,8.0,4.0,13,3.0,Yes
958,2024-09-08,Basic,199,7.9,0.0,0.0,5,50.0,Yes
959,2023-10-12,Basic,199,5.0,5.0,,13,5.0,Yes
960,2024-08-06,Premium,699,9.1,,5.0,23,39.0,Yes
961,2023-10-16,Basic,199,20.6,0.0,,7,,No
962,2024-12-25,,199,0.6,1.0,1.0,35,58.0,Yes
963,2023-07-05,Standard,399,,2.0,3.0,24,43.0,No
964,2023-11-18,,399,10.9,8.0,1.0,25,26.0,Yes
965,2023-10-23,,199,3.2,,3.0,30,48.0,Yes
966,2024-09-06,Premium,699,2.5,7.0,0.0,3,24.0,Yes
967,2024-03-14,Premium,699,17.3,,1.0,20,35.0,Yes
968,2024-11-21,Basic,199,22.4,7.0,5.0,5,23.0,Yes
969,2023-05-27,Standard,399,10.2,8.0,5.0,7,43.0,Yes
970,2023-06-22,Standard,399,17.5,1.0,5.0,26,59.0,No
971,2024-02-18,Basic,199,24.4,5.0,1.0,24,38.0,No
972,2024-08-18,Basic,199,21.0,7.0,2.0,15,48.0,Yes
973,2024-02-19,Premium,699,19.0,6.0,2.0,18,30.0,Yes
974,2024-05-24,,399,7.3,7.0,0.0,33,7.0,No
975,2023-07-03,,199,1.2,0.0,0.0,9,31.0,No
976,2024-05-19,Standard,399,4.2,1.0,,21,42.0,No
977,2023-12-18,Standard,399,7.7,7.0,3.0,13,32.0,Yes
978,2024-01-28,,699,0.9,,3.0,35,,No
979,2024-07-24,Standard,399,,7.0,3.0,21,2.0,Yes
980,2024-02-03,Premium,699,,2.0,3.0,20,27.0,Yes
981,2024-08-08,Standard,399,14.4,7.0,5.0,8,35.0,Yes
982,2024-05-21,Standard,399,14.3,2.0,4.0,31,3.0,No
983,2024-08-27,Premium,699,15.6,5.0,2.0,25,,Yes
984,2024-10-02,Basic,199,21.0,5.0,5.0,9,37.0,Yes
985,2024-11-08,Standard,399,2.9,,2.0,25,26.0,Yes
986,2023-03-09,Basic,199,6.2,4.0,4.0,16,5.0,No
987,2024-11-04,Standard,399,8.8,,,8,20.0,Yes
988,2023-01-23,Standard,399,22.6,4.0,0.0,33,44.0,Yes
989,2023-04-13,Standard,399,14.5,5.0,4.0,25,6.0,No
990,2023-11-03,Premium,699,8.7,8.0,5.0,14,21.0,Yes
991,2023-02-18,Standard,399,,1.0,4.0,28,13.0,Yes
992,2024-08-29,Standard,399,20.2,1.0,5.0,26,54.0,Yes
993,2023-03-20,Standard,399,2.1,8.0,3.0,18,27.0,Yes
994,2023-07-24,Premium,699,12.9,4.0,3.0,20,42.0,Yes
995,2023-07-04,Standard,399,6.7,8.0,,26,42.0,No
996,2024-04-23,Basic,199,21.6,7.0,1.0,34,42.0,No
997,2024-06-18,Standard,399,20.3,6.0,4.0,35,46.0,Yes
998,2023-11-04,Basic,199,11.8,3.0,1.0,24,47.0,No
999,2023-10-01,Standard,399,,1.0,5.0,27,13.0,No
1000,2023-07-16,Standard,399,6.8,3.0,3.0,11,15.0,Yes
1001,2024-03-22,Basic,199,20.0,,,16,31.0,Yes
1002,2023-10-12,Standard,399,5.4,4.0,1.0,3,1.0,No
1003,2023-02-26,Premium,699,4.8,0.0,5.0,36,31.0,Yes
1004,2024-11-04,,199,15.2,1.0,3.0,21,57.0,Yes
1005,2024-05-27,Basic,199,23.6,2.0,1.0,26,7.0,No
1006,2023-09-01,Basic,199,16.8,,2.0,34,31.0,No
1007,2024-02-04,Premium,699,19.4,5.0,2.0,8,53.0,Yes
1008,2023-10-09,Premium,699,23.4,3.0,1.0,16,6.0,No
1009,2023-04-26,Standard,399,6.7,,3.0,27,34.0,Yes
1010,2023-05-29,,399,10.9,,2.0,35,56.0,No
1011,2024-09-12,Standard,399,,4.0,0.0,31,41.0,No
1012,2024-10-16,Basic,199,,3.0,2.0,4,35.0,Yes
1013,2024-03-29,Premium,699,22.6,1.0,,24,55.0,Yes
1014,2023-08-30,Standard,399,22.8,6.0,2.0,1,,Yes
1015,2024-10-21,Standard,399,21.6,2.0,,14,40.0,Yes
1016,2023-12-07,Standard,399,7.2,1.0,3.0,3,30.0,No
1017,2023-03-09,Premium,699,22.0,1.0,1.0,28,,Yes
1018,2023-01-29,,399,,8.0,,27,20.0,Yes
1019,2023-11-09,Basic,199,15.9,2.0,0.0,12,25.0,Yes
1020,2024-10-26,Standard,399,3.2,3.0,4.0,6,45.0,No
1021,2023-05-17,Basic,199,19.9,,3.0,27,30.0,No
1022,2024-01-12,Standard,399,17.3,5.0,2.0,12,12.0,Yes
1023,2024-07-25,,199,22.0,3.0,0.0,26,60.0,Yes
1024,2023-06-22,,699,22.7,7.0,1.0,15,,No
1025,2023-06-24,Basic,199,15.6,4.0,1.0,26,5.0,No
1026,2024-04-09,Premium,699,0.8,8.0,3.0,8,49.0,Yes
1027,2023-09-30,Premium,699,3.4,3.0,,32,60.0,No
1028,2023-10-17,Standard,399,9.9,6.0,1.0,32,38.0,Yes
1029,2023-09-26,Premium,699,10.7,6.0,,13,1.0,No
1030,2023-03-29,Basic,199,22.7,5.0,,29,43.0,Yes
1031,2024-12-31,,199,3.8,5.0,5.0,31,25.0,Yes
1032,2023-02-23,Standard,399,18.5,4.0,0.0,28,6.0,No
1033,2024-09-04,Standard,399,,,4.0,16,60.0,Yes
1034,2024-02-09,Premium,699,0.6,8.0,4.0,3,24.0,Yes
1035,2023-06-23,Premium,699,3.7,8.0,,24,37.0,Yes
1036,2024-06-27,Premium,699,23.3,7.0,1.0,32,5.0,No
1037,2023-10-15,Standard,399,,5.0,0.0,10,8.0,No
1038,2023-09-28,Premium,699,23.2,,2.0,24,39.0,No
1039,2023-06-04,Premium,699,11.2,2.0,2.0,21,47.0,No
1040,2024-04-26,Premium,699,1.8,,0.0,29,14.0,Yes
1041,2023-02-11,Standard,399,17.8,6.0,0.0,11,57.0,No
1042,2023-06-01,Standard,399,,8.0,3.0,23,29.0,Yes
1043,2024-06-04,Basic,199,2.8,4.0,1.0,23,53.0,Yes
1044,2024-03-02,Standard,399,14.8,0.0,4.0,14,49.0,Yes
1045,2024-11-27,Basic,199,19.3,,2.0,16,,Yes
1046,2024-04-16,Basic,199,9.7,1.0,2.0,26,9.0,Yes
1047,2023-02-14,Premium,699,11.6,4.0,,31,42.0,Yes
1048,2024-10-21,Premium,699,,2.0,1.0,29,,Yes
1049,2023-04-05,Standard,399,20.1,1.0,4.0,21,60.0,No
1050,2023-06-16,Standard,399,4.9,6.0,0.0,17,1.0,No
1051,2024-03-18,Standard,399,7.5,2.0,0.0,26,19.0,No
1052,2024-01-12,Premium,699,22.6,2.0,2.0,20,42.0,Yes
1053,2024-03-09,Premium,699,12.5,6.0,,13,,No
1054,2023-02-11,,199,20.4,2.0,3.0,28,40.0,Yes
1055,2024-05-22,Premium,699,24.3,3.0,,22,43.0,No
1056,2024-05-04,Premium,699,2.6,,,34,5.0,No
1057,2024-08-05,Standard,399,24.6,4.0,1.0,10,33.0,Yes
1058,2024-02-27,Basic,199,,,4.0,36,6.0,Yes
1059,2024-05-30,Basic,199,16.7,4.0,2.0,30,16.0,No
1060,2024-02-07,Basic,199,18.6,7.0,,8,50.0,Yes
1061,2024-11-17,Basic,199,10.7,,2.0,6,,Yes
1062,2024-09-10,Standard,399,8.9,2.0,1.0,17,11.0,Yes
1063,2023-06-25,,399,11.1,0.0,0.0,7,25.0,Yes
1064,2024-05-13,Premium,699,11.8,6.0,5.0,31,47.0,Yes
1065,2023-01-15,Standard,399,17.4,6.0,2.0,24,5.0,Yes
1066,2023-05-29,Basic,199,20.5,3.0,0.0,8,13.0,No
1067,2024-04-19,Premium,699,11.2,,1.0,16,5.0,No
1068,2024-12-20,Basic,199,10.8,1.0,1.0,31,57.0,Yes
1069,2024-08-06,Standard,399,12.1,7.0,4.0,32,15.0,Yes
1070,2024-03-01,Standard,399,8.7,1.0,5.0,4,54.0,No
1071,2024-08-28,Standard,399,25.0,0.0,3.0,36,25.0,Yes
1072,2023-11-20,Premium,699,6.2,0.0,4.0,32,1.0,No
1073,2024-10-23,Premium,699,7.1,6.0,3.0,5,,Yes
1074,2024-04-25,Standard,399,17.6,,1.0,29,18.0,No
1075,2024-09-08,Standard,399,6.2,3.0,4.0,29,58.0,No
1076,2024-03-02,Premium,699,3.7,4.0,5.0,30,45.0,Yes
1077,2023-03-30,Premium,699,20.0,2.0,,24,13.0,Yes
1078,2024-03-01,Premium,699,3.7,3.0,1.0,31,38.0,Yes
1079,2023-09-25,Standard,399,6.3,8.0,0.0,20,1.0,No
1080,2024-03-16,Standard,399,4.8,8.0,0.0,11,51.0,Yes
1081,2023-12-30,Basic,199,3.5,,3.0,15,16.0,No
1082,2024-11-16,Basic,199,7.1,2.0,5.0,36,55.0,Yes
1083,2023-04-19,Basic,199,23.2,7.0,3.0,4,53.0,No
1084,2023-05-01,Premium,699,20.7,,4.0,7,6.0,Yes
1085,2024-05-25,Basic,199,,,5.0,24,,Yes
1086,2023-07-26,Premium,699,4.3,5.0,2.0,7,52.0,Yes
1087,2023-12-16,Standard,399,19.3,0.0,1.0,27,53.0,No
1088,2024-01-05,Standard,399,4.7,4.0,2.0,33,45.0,Yes
1089,2024-03-15,Premium,699,,8.0,3.0,16,50.0,Yes
1090,2024-03-29,Standard,399,22.5,8.0,5.0,27,23.0,No
1091,2024-02-16,Basic,199,,8.0,0.0,1,5.0,No
1092,2024-08-11,Basic,199,2.0,0.0,5.0,28,59.0,Yes
1093,2024-07-20,Basic,199,24.3,6.0,3.0,34,56.0,Yes
1094,2023-05-31,Standard,399,22.8,,2.0,21,,Yes
1095,2024-10-29,Premium,699,11.4,,4.0,26,39.0,No
1096,2023-02-07,,399,22.2,6.0,1.0,23,56.0,Yes
1097,2023-04-06,,699,10.1,2.0,4.0,22,34.0,Yes
1098,2024-07-06,Premium,699,8.2,,5.0,36,10.0,Yes
1099,2023-04-24,,699,6.4,4.0,5.0,17,27.0,No
1100,2023-02-18,Premium,699,,4.0,5.0,4,32.0,Yes
1101,2024-08-18,Premium,699,,0.0,3.0,8,21.0,No
1102,2024-08-09,Premium,699,21.2,3.0,2.0,35,19.0,Yes
1103,2024-06-12,Premium,699,18.0,8.0,5.0,9,15.0,Yes
1104,2024-03-11,Premium,699,20.7,5.0,3.0,13,6.0,Yes
1105,2023-03-21,Standard,399,2.8,6.0,1.0,6,30.0,Yes
1106,2023-09-28,,399,10.4,8.0,4.0,34,49.0,Yes
1107,2024-03-02,Premium,699,16.1,7.0,,32,59.0,No
1108,2024-12-22,,199,12.9,7.0,5.0,10,29.0,Yes
1109,2023-06-10,Premium,699,3.4,3.0,3.0,34,30.0,Yes
1110,2023-05-04,Premium,699,23.1,1.0,4.0,24,54.0,Yes
1111,2024-01-19,Standard,399,1.5,2.0,,19,23.0,Yes
1112,2023-02-19,Standard,399,12.4,2.0,1.0,19,50.0,No
1113,2023-03-11,Standard,399,5.8,7.0,0.0,19,7.0,No
1114,2024-01-22,Basic,199,,4.0,4.0,27,28.0,No
1115,2024-11-14,Standard,399,,8.0,5.0,9,29.0,No
1116,2024-09-30,Standard,399,21.7,5.0,,10,,No
1117,2024-11-17,Standard,399,,6.0,2.0,25,34.0,Yes
1118,2024-12-25,Standard,399,16.3,2.0,5.0,18,1.0,No
1119,2024-07-08,Standard,399,16.3,8.0,0.0,36,12.0,No
1120,2023-01-20,Premium,699,24.0,8.0,1.0,4,48.0,Yes
1121,2024-12-23,Basic,199,4.9,0.0,2.0,35,50.0,Yes
1122,2023-02-16,,699,2.6,8.0,4.0,29,,Yes
1123,2023-11-21,Standard,399,8.8,2.0,3.0,2,1.0,No
1124,2023-07-07,Standard,399,2.7,1.0,4.0,17,10.0,Yes
1125,2023-11-30,Standard,399,,6.0,5.0,6,10.0,Yes
1126,2024-02-27,Basic,199,18.0,4.0,,2,6.0,Yes
1127,2024-09-03,Standard,399,9.7,1.0,0.0,17,12.0,No
1128,2023-03-04,Premium,699,,8.0,3.0,16,60.0,Yes
1129,2023-08-28,,399,,1.0,3.0,30,,No
1130,2023-05-09,Basic,199,14.1,1.0,1.0,18,48.0,No
1131,2024-01-18,Standard,399,11.4,8.0,,27,50.0,No
1132,2023-02-12,Premium,699,19.7,8.0,3.0,11,58.0,Yes
1133,2024-05-08,Basic,199,24.0,4.0,5.0,30,10.0,Yes
1134,2024-08-22,Standard,399,21.1,6.0,2.0,17,53.0,Yes
1135,2024-02-09,Premium,699,1.6,8.0,4.0,19,4.0,Yes
1136,2024-09-17,Premium,699,20.8,8.0,2.0,8,56.0,Yes
1137,2024-12-25,Premium,699,22.2,5.0,5.0,21,16.0,No
1138,2024-09-05,Standard,399,6.5,5.0,2.0,18,13.0,Yes
1139,2024-05-02,Standard,399,22.9,2.0,5.0,2,59.0,Yes
1140,2024-05-15,Basic,199,17.0,6.0,,1,57.0,Yes
1141,2024-11-18,Standard,399,2.5,1.0,4.0,35,,No
1142,2024-12-14,Standard,399,9.1,6.0,4.0,8,22.0,Yes
1143,2023-01-21,Basic,199,11.8,3.0,3.0,8,,Yes
1144,2024-05-20,Standard,399,5.2,4.0,5.0,23,,Yes
1145,2024-10-15,Standard,399,7.4,3.0,0.0,3,12.0,No
1146,2024-11-06,Standard,399,21.8,8.0,,8,10.0,No
1147,2024-08-06,Premium,699,,2.0,5.0,12,4.0,Yes
1148,2024-12-10,Basic,199,18.4,4.0,1.0,34,54.0,No
1149,2024-10-18,Premium,699,15.6,,3.0,35,0.0,No
1150,2023-10-08,Premium,699,,5.0,3.0,4,,No
1151,2023-08-18,,199,11.9,5.0,4.0,34,48.0,Yes
1152,2023-07-19,Basic,199,,8.0,3.0,18,20.0,Yes
1153,2024-03-09,Standard,399,22.1,0.0,5.0,6,14.0,No
1154,2023-04-10,Basic,199,5.3,5.0,2.0,16,4.0,No
1155,2023-12-09,,199,11.1,0.0,4.0,31,51.0,No
1156,2023-12-08,Standard,399,3.1,3.0,2.0,16,53.0,Yes
1157,2023-05-08,Premium,699,23.6,7.0,0.0,16,40.0,Yes
1158,2023-03-08,Basic,199,23.0,6.0,2.0,4,56.0,No
1159,2024-03-18,Basic,199,23.0,7.0,0.0,4,19.0,No
1160,2024-02-16,Basic,199,17.1,8.0,0.0,7,18.0,No
1161,2024-03-14,Basic,199,6.2,0.0,3.0,27,,Yes
1162,2023-07-17,Premium,699,,,3.0,7,33.0,Yes
1163,2024-08-09,Basic,199,0.8,1.0,4.0,7,50.0,Yes
1164,2023-07-10,Basic,199,6.8,6.0,3.0,33,46.0,Yes
1165,2024-06-09,Basic,199,20.0,0.0,1.0,9,19.0,No
1166,2024-09-09,Premium,699,8.1,8.0,1.0,23,9.0,No
1167,2023-05-29,Standard,399,9.5,0.0,4.0,19,37.0,No
1168,2023-07-25,Basic,199,12.9,8.0,0.0,16,27.0,Yes
1169,2024-12-09,Premium,699,19.7,5.0,1.0,13,42.0,Yes
1170,2023-06-16,Standard,399,21.4,5.0,4.0,22,19.0,Yes
1171,2024-10-16,Basic,199,22.0,0.0,3.0,30,14.0,No
1172,2023-12-06,Basic,199,11.9,3.0,1.0,15,30.0,No
1173,2024-01-02,,699,5.5,2.0,0.0,25,23.0,Yes
1174,2024-01-04,Basic,199,,,3.0,36,,Yes
1175,2023-06-28,Basic,199,5.4,4.0,1.0,2,14.0,No
1176,2023-04-14,Standard,399,6.5,3.0,0.0,36,11.0,No
1177,2024-04-12,Basic,199,9.8,,,9,59.0,Yes
1178,2024-03-20,Basic,199,,2.0,4.0,24,51.0,No
1179,2024-12-12,Premium,699,3.4,2.0,1.0,5,,No
1180,2023-07-13,Standard,399,,3.0,0.0,21,48.0,No
1181,2023-10-14,Premium,699,19.8,5.0,1.0,19,3.0,No
1182,2024-04-26,,199,24.2,7.0,1.0,33,46.0,Yes
1183,2024-05-25,Premium,699,4.6,6.0,5.0,5,48.0,Yes
1184,2024-05-21,Premium,699,4.9,5.0,4.0,30,44.0,Yes
1185,2024-04-07,Standard,399,14.7,0.0,1.0,18,14.0,No
1186,2024-01-19,Basic,199,5.9,6.0,3.0,26,36.0,Yes
1187,2023-08-24,Standard,399,2.6,,2.0,36,28.0,Yes
1188,2024-02-23,Premium,699,11.9,5.0,3.0,3,,Yes
1189,2023-09-29,Standard,399,8.3,6.0,,32,11.0,No
1190,2024-07-13,Premium,699,9.3,1.0,2.0,5,53.0,Yes
1191,2023-02-09,Premium,699,19.8,3.0,0.0,6,7.0,Yes
1192,2024-11-30,Premium,699,8.7,5.0,2.0,13,19.0,No
1193,2023-09-25,Standard,399,,2.0,5.0,13,47.0,Yes
1194,2024-08-16,Basic,199,7.4,5.0,3.0,20,,Yes
1195,2023-08-21,Premium,699,12.1,8.0,1.0,1,55.0,Yes
1196,2024-04-24,Premium,699,12.1,,4.0,14,50.0,Yes
1197,2024-12-15,Premium,699,8.8,1.0,2.0,30,,Yes
1198,2023-05-12,Standard,399,11.2,8.0,0.0,14,23.0,Yes
1199,2024-12-03,Standard,399,12.7,5.0,2.0,1,14.0,Yes
